Business Process Name,Description,Process owner,Diagram URL
9.1.2.8 (#TBD#) Project Type Change 1.00,"Key activities:
Determining the type of project change needed
Creation of new mating manual journal entries
Transfer of Cost by settlement
Triggering default project closure",Process Management BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=4e832afc-d6bf-4f2e-8872-125a36a9f4af&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.1.2.9 (#TBD#) Close/ Settle projects 1.00,"Key activities:
Execution of result analysis and project settlement for:
- Equipment projects with Work In Progress or Closed (revenue) status,
- Research & Development project including triggering of asset capitalization",Process Management BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=e73c235d-a47a-4e01-9473-b4a5f4c2e564&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.1.3 Perform cost management 1.00,Perform cost management,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=d003f4ec-7fcd-48f2-8266-da3bd1f7d4b8&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.1.3.1 -AT Determine key cost drivers (Maintain Activity Type) 1.00,Determine key cost drivers (Maintain Activity Type),Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=8535b7da-4b91-4217-aa38-19eb2bbe1927&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.1.3.1 -CC Determine key cost drivers (Maintain Cost Center) 1.00,Determine key cost drivers (Maintain Cost Center),Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=bff8cdeb-49b6-4363-aa21-28cb1ab9234f&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.1.3.1 -IO Determine key cost drivers (Maintain Internal Order) 1.00,Determine key cost drivers (Maintain Internal Order),Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=444d0dd5-4ee9-43af-b92b-265765691912&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.1.3.1 -SKF Determine key cost drivers (Maintain Statistical Key Figure) 1.00,Determine key cost drivers (Maintain Statistical Key Figure),Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=35ca81c4-6abc-4203-9820-266cf101a55a&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.1.3.2 Measure cost drivers 1.00,Measure cost drivers,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=e328b452-0442-4020-82bd-9eec21ff3236&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.2.1 Process customer credit 1.00,Process customer credit,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=e22133ec-0ac4-4fb6-8aa8-a6393841e9f7&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.2.1.5 Review Existing Accounts (Process Credit Limit for Customer) 1.00,Review Existing Accounts (Process Credit Limit for Customer),Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=aa68d2a9-9919-44f1-83da-03745392a9c5&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.2.1.7 Reinstate or suspend accounts based on credit policies (Sales Order with Letter of Credit) 1.00,"Sales Order with Letter of Credit (LC)
· For Sales Order which payment terms using letter of credit (LC), Sales Operation team need to change the LC relevant payment terms and save the sales order. Enhancement (RICEFW) will be required to indicate that the Sales Order is not relevant for credit check, and to apply a delivery block so subsequent documents (delivery, post goods issue, billing) are not able to be created.[ES1] [ES2]
· Once the ‘Letter of Credit’ is received by Finance Share Service (FSS), SU1 Finance will manually release the delivery block to allow the creation of subsequent documents (post goods issue, billing). Workflow (RICEFW) is triggered upon creation of the Delivery Order, this workflow is to enable SU1 Finance to unblock the Delivery Order with LC payment terms differentiated from the standard delivery block executed by Sales Operations Team.
· Indicated below is the end to end step for Sales Order with LC and the subsequent downstream impact for awareness of Business Controller:
1. CSR will create Sales Order created with the LC payment term.
2. This Sales Order created with the LC will still allow outbound delivery to be created.
3. Logistics team create delivery order.
4. System will check if delivery order created has LC payment terms. The system logic is picking up from the Reference Document under Predecessor Data (refer to below screenshot). This is link from the original Sales Order’s Payment Terms.
5. Workflow will be triggered, and delivery block will be applied from Delivery Order.
6. Email notification is sent to Sales Operations team, FSS AR team and SU1 Finance to notify that Delivery Order with LC is created. Once FSS AR team received the LC, they need to notify SU1 Finance team to release the delivery block.
7. Once delivery block is released, Logistics team can proceed with Post Goods Issue.",Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=67ef0ead-5d69-44f0-9f15-a4959d486b62&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.2.2 Invoice customer 1.00,"Customer Invoice and Credit Notes[SMT1] [ES2] [SH3] [ES4]
A customer invoice is a binding settlement of outstanding amounts. An invoice is normally created after confirmation that goods have been shipped, or after a service has been performed. An invoice can also result from corrections to claims or from credit note for a customer.
In this customer creation invoice creation process, ASM will be able to manage invoices, invoice reversals, credit notes, and other billing documents. This includes displaying, editing, parking, posting , and cancelling billing documents[SH5] [ES6] .
Upon getting invoice for customer, FSS (AR) team will download the customer detailed item information from invoice (Customer Billing form Sales Distribution) using ZFI_ARIBA program. And FSS (AR) team will upload manually in the customer’s Ariba portal.
Finance Customer Invoice use case[SMT7] [ES8] :
1. Intercompany recharge – monthly basis
2. Transfer pricing recharge – quarterly basis
3. Customer miscellaneous billing – Ad-hoc basis (upon request from the sites)
4. Royalty billing – quarterly basis
Finance Credit Notes use case:
1. Dispute of Tax (directly to the Tax account) – Ad-hoc basis
2. For specific customer Credit Notes for consumption discount on Spares – Quarterly basis
Credit Notes via Customer Rebate Management
Spares and Services business has a new commercial case which ASM grants % of credit back to customers when the full Purchase Order (PO) is fulfilled. There are 2 options which the credit can be processed by CSR Team back to customer:
1. To be used against future payments under the next PO or
2. To cash back to the customer
Discussions are ongoing on the option to be adopted for the Spares and Services Business and this needs to be revisited when decision is made.
Finance Invoice Printing
The existing program of ZFB70 will require to be retrofitted to S/4HANA for the printing of the customer invoices.
Customer Billing[SMT9] [ES10]
Customer billing is created by batch job from upstream module (Sales Distribution) and the accounting document will be created automatically in the system.
The Table below summarizes[SH11] [JO12] the expected accounting treatment for Invoicing and Payment. [SMT1]Following items are missing from this doc
1. tolerance limit for customer invoice? Not mentioned in this doc
2. reversal document type
1. [ES2] will there by any changes/ update required for the customer tolerance limit? We will bring over the current configuration of customer tolerance limit from ECC to S/4HANA
2. Reversal document type available in the “Document Type” sub section above [SH3]Please include ZFI_ARIBA here as currently AR team will upload the billing documents into customer’s Ariba portal. [ES4]Hi Sherene, updated as per run through session with Siew Luan on 28 Nov’23. Thank you. [SH5]Please state the purpose of using FI customer invoice/ credit note.
Also, list down the scenarios for FI customer invoice, such as Intercompany recharge, etc. [ES6]Hi Sherene, updated as per run through session with Siew Luan on 28 Nov’23. Thank you. [SMT7]Need to add royalty billing [ES8]Thank you Soek Mui, added here. [SMT9]Need to include a section for royalty billing..
Special COPA derivation rule for Royalty (605000) will be mapped from the Royalty invoice to enable P/L reporting by sales region. [ES10]Hi Soek Mui added the section for Royalty Billing below the Customer Billing. On the Derivation Rules, has this been discussed on the COPA BSD? Thank you. [SH11]Clearing differences tolerance for customer/ supplier please add here [SH11]
Added as per our discussion [JO12]",Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=32c2843a-fae5-4b0b-a3cf-773d391ae453&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.2.2.2 -CN Generate customer billing data 1.00,Generate customer billing data,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=e265f983-ebec-4156-99bb-bbf35041b681&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.2.2.2 -INV Generate customer billing data 1.00,"Customer Invoice and Credit Notes[SMT1] [ES2] [SH3] [ES4]
A customer invoice is a binding settlement of outstanding amounts. An invoice is normally created after confirmation that goods have been shipped, or after a service has been performed. An invoice can also result from corrections to claims or from credit note for a customer.
In this customer creation invoice creation process, ASM will be able to manage invoices, invoice reversals, credit notes, and other billing documents. This includes displaying, editing, parking, posting , and cancelling billing documents[SH5] [ES6] . [SMT1]Following items are missing from this doc
1. tolerance limit for customer invoice? Not mentioned in this doc
2. reversal document type
1. [ES2] will there by any changes/ update required for the customer tolerance limit? We will bring over the current configuration of customer tolerance limit from ECC to S/4HANA
2. Reversal document type available in the “Document Type” sub section above [SH3]Please include ZFI_ARIBA here as currently AR team will upload the billing documents into customer’s Ariba portal. [ES4]Hi Sherene, updated as per run through session with Siew Luan on 28 Nov’23. Thank you. [SH5]Please state the purpose of using FI customer invoice/ credit note.
Also, list down the scenarios for FI customer invoice, such as Intercompany recharge, etc. [ES6]Hi Sherene, updated as per run through session with Siew Luan on 28 Nov’23. Thank you.",Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=cf5a617b-2b39-4c93-8948-12b66de9c912&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.2.2.2 -JP Generate customer billing data 1.00,Generate customer billing data (Japan),Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=2ba08767-5edd-44c7-a1bf-58dde334d86c&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.2.2.2 -REBATE Generate customer billing data (Customer Rebate) 2.00,This process flow is to document the customer rebate process performed by BU3 Finance.,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=82a2d8f7-5b92-4761-ab6c-43d13db8f850&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.2.2.3 Transmit billing data to customer 1.00,Transmit billing data to customer,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=1a2fb806-63d7-4416-afbf-50f290d2b70c&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.2.3 Process accounts receivable (AR) 2.00,Process accounts receivable (AR),Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=bb7fa0d0-f29b-4336-9911-77634bfc2557&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.2.3.2 -AR Receive/Deposit customer payments (Process Customer Incoming Payments) 1.00,AR Receive/Deposit customer payments (Process Customer Incoming Payments),Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=d959ae42-c69c-4729-aa7e-8992da82427a&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.2.3.2 -DUN Receive/Deposit customer payments (Dunning) 1.00,9.2.3.2 -DUN Receive/Deposit customer payments (Dunning),Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=0ce4fcab-2c75-498a-a2e4-bc8b7cfec190&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.2.3.2 -DWNPMT Receive/Deposit customer payments (Down Payment from Customers) 1.00,"Down Payment from customer is an initial payment made when something is bought on credit. Down Payment requests serve as triggers for the payment program to debit customer accounts with a down payment. [SMT1] [ES2]
Summary of Down Payment [ES3] [ES4] without billing plan scenario for China customers (spares & services):
No tax invoice will be generated;
The down payment will be recorded as a liability;
Tax Invoice is issued upon shipment. [SMT1]don’t think we have agreed to dun customers for downpayments. We have agreed to use dunning letters for late payment [ES2]Remove the statement. Thank you.
Requirement Lisa Chen - [ES3]Single downpayment to multiple Sales Document [ES4]Checked and confirmed for the single downpayment to tagged with multiple sales document / sales order will require complex enhancement in S/4HANA.
The Down Payment request will need to be created from CSR team [SH1] [ES2] (without Billing Plan) via Post Down Payment Request application (F-37). After the payment on Down Payment has been received from Customer, [SH3] [ES4] the down payment posting that clear against down payment request will be done via EBS workbench, and such posting is required to be reflected in auto-clearing posting upon SD billing released. .",Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=83a2f17b-0279-4d05-a9fa-5db459859c01&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.2.3.2 -REV Receive/Deposit customer payments (AR Document Reversal) 1.00,9.2.3.2 -REV Receive/Deposit customer payments (AR Document Reversal),Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=52376d80-637f-43b5-938b-894038cfd761&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.3.1 Manage financial policies and procedures 1.00,This is the L3 summary for FCC process.,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=232cf33e-ad4d-4b85-9746-26950b12fc55&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.3.1.5 Establish common financial systems (FCC) 1.00,This process is to document the FCC.,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=e58b466f-3a52-4e7e-ac2f-b7251c970460&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.3.2 Perform general accounting 1.00,Level 3 General Accounting flow,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=4e314e3e-4aa7-4eb3-b0da-c54dbfd747d4&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.3.2.1 Maintain chart of accounts 1.00,This process details the activities to set up/ amend GL accounts.,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=5b0a0a8d-9032-4cd6-b282-2c08eb55a7ad&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.3.2.2 -GRIR Process journal entries (Monitor and Clear GR/IR Account) 1.00,"The GR/IR clearing account is used in Materials Management, where all goods and invoice receipts are recorded. If amounts and prices match, they are automatically cleared. Clearing of GR/IR items is essential in accurate tracking of financial records and supplier relationship management, to fulfill orders or payments on time. However, not all items can be cleared automatically due to reasons like mismatched amounts or missing invoice and receipt.
The GR/IR account reconciliation process is an exception-handling process to resolve discrepancies between. S/4HANA enhances this process by displaying all necessary data in an analytical Fiori app (Monitor GR/IR Account Reconciliation), enabling easier documentation of processing steps and statuses.",Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=0ff04ab4-9012-4aee-91ab-9ad92dcb2a7b&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.3.2.2 -JE Process journal entries 1.00,this process flow is about the manual journal process in ASM,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=7151e469-49c1-4667-a35a-386f210624cc&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.3.2.2 -OIM Process journal entries (Open Item Clearing & ICRRB) 1.00,This flow show the open item clearing process,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=67706847-8033-43e7-a061-5a5781078b11&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.3.2.2 -REV Process journal entries (Reversal Document) 1.00,This process will show the journal reversal process.,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=08f09672-582b-4271-b5e8-bc3077d3620e&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.3.2.4 -ACCRUAL Process period end adjustments (Accrual Engine) 1.00,"Accrual Process Module is designed to manage recognition of income and expenses in periods occur, irrespective of actual cash transactions. This is crucial for adhering to accrual basis of accounting, ensuring that financial statements accurately reflect the economic activities of business within specific reporting periods.",Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=eb95c9e4-2ad8-4f1c-aed3-2bdb06aea988&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.3.2.4 -FCR Process period end adjustments (Foreign Currency Revaluation) 1.00,"Foreign Currency Revaluation module addresses the need to restate financial figures due to ensuring accuracy in financial reporting and compliance with international accounting standards.
Foreign Currency Revaluation posts the revaluation amount in separate account based on month end rate and reverses them on the first day of the next month, covering both local and group currency valuation areas.
Realized and Unrealized Gains and Losses
- Calculate realized gains or losses when foreign currency transactions are settled
- Records unrealized gains or losses in financial statements due to exchange rate changes on open items",Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=ff9e86f7-cda7-476f-94c3-e552c9ef8404&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.3.2.4 -RAR Process period end adjustments (RAR) 1.00,This process flow is to document the RAR process,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=6f21688a-fdc6-43c6-8c8f-53ecba9af325&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.3.2.4 -SS REBATE Process period end adjustments (Supplier Rebate Accrual Monthly /Final Settlement) 1.00,"Supplier rebates are typically discounts or refunds provided by suppliers to their customers based on certain predefined conditions or criteria.
Supplier Rebate Management settlement is highly dependent on the condition contract.
Purchasing team (Commodity Manager) in ASM will need to regularly check and ensure that the condition contracts in S/4Haba are accurately maintained and Finance Business Partner (Global Procurement) will regularly review the conditions contracts maintained to ensure the correct amount of settlement to the downstream in Finance module.",Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=07b5f266-a640-4657-8d1e-dc4c4ea493a7&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.3.2.4 -YrEnd CarryFwd Process period end adjustments 1.00,This process refers to the year end carry forward procedures by GL accountant.,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=5846ee4d-84ba-41d6-b03d-05fbf584ceaf&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.3.3 Perform fixed-asset accounting 1.00,Level 3 Asset Accounting flow,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=abf770c0-8eda-4678-8ab1-242fe7957298&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.3.3.2 Maintain fixed-asset master data files 1.00,"Key Activities:
Assets maintenance by their:Creation, Blockage, Update and deletion
Reconciliation including review to the balance sheet",Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=17799cd8-1b1d-4d71-8a36-2263566ef25f&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.3.3.3 -AA ADD Process and record fixed-asset additions and retires (Additions) 1.00,"This process covers 2 components:
· Sales of fixed assets to 3 Party Customer (Including Eval Turn), and inter-company customer where applicable.
· Disposal (or retirement) of an asset arises when the assets are no longer required (e.g. obsolete, beyond economical repair / maintenance) and asset retirement can be done with scrapping or with revenue.
additions - refer to capitalisation",Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=a3eb3991-895a-42b6-8f12-6aeaa658e52e&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.3.3.3 -AA RETIRE Process and record fixed-asset additions and retires (Retires) 2.00,"This process covers 2 components:
· Sales of fixed assets to 3 Party Customer (Including Eval Turn), and inter-company customer where applicable.
· Disposal (or retirement) of an asset arises when the assets are no longer required (e.g. obsolete, beyond economical repair / maintenance) and asset retirement can be done with scrapping or with revenue.
The Table below summarizes the expected accounting treatment for Asset Sales and Asset Disposal. This is only for illustrative purposes.
Demo Tool
In the Manufacturing entity, the Demo tool will first be capitalized as an Asset before retiring the Asset and converting it back into inventory stock to facilitate the goods issue to the Buy-Sell entity.
Note: The requirement on having a possible workflow for Disposal of Assets with the bulk of disposal done every 3 years will be treated as a Low priority to be explored in future.
Asset Sales (Numbers are used to enhance the understanding in the example below)
For the Asset Transaction Type, refer to section “ASSET ACCOUNTING DESIGN”
Entry Point
Accounting
Acquisition
Dr Technical Clearing Account
Cr Vendor
Dr Asset
Cr Technical Clearing Account
Depreciation
Dr Depreciation
Cr Accumulated Depreciation
Sales of Asset with Customer
Asset Disposal (or retirement)
Entry Point
Accounting
Asset Scrapping
Post Asset Scrapping (ABAVN)
Dr Accumulated Depreciation
Dr Loss Due to Scrapping
Cr Asset
#2
2 similar comments.",Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=b233bb19-f51e-4e42-a5b9-368e3f2a275b&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
"9.3.3.4 -AA REVAL Process and record fixed-asset adjustments, enhancements, revaluations, and transfers 1.00",This process is executed when an asset has undergone a revaluation or impairment and requires an update to its existing value in system or when there is an unexpected permanent reduction in the value of a fixed asset.,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=dc368c6a-3786-4933-9293-dcefa26fb386&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
"9.3.3.4 -AA TRSF Process and record fixed-asset adjustments, enhancements, revaluations and transfers 1.00",This process is to document down the reversal or transfer of fixed asset in SAP,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=a91952c3-5314-40d8-94fe-8e8f649cabf2&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.3.3.6 Calculate and record depreciation expense 1.00,"This flow shows how the depreciation expense process on a monthly basis, including any ad hoc requests from business units.",Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=18101a89-b145-4995-a0c2-6d00efc67c64&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.3.3.7 Reconcile fixed-asset ledger 1.00,this flow shows the FA sub-ledger recon to GL,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=2e1fffb4-5b9f-458c-b589-a775efc5e550&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.3.3.8 -3YRLY Track fixed-assets including physical inventory 1.00,This flow will show the 3 yearly 100% fixed asset sighting process - mainly for FEMS. However this activity is to be done for all Business unit / Entity in ASM.,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=4d538b6a-3820-400b-b624-01f8da5a6262&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.3.3.8 -YRLY Track fixed-assets including physical inventory 1.00,"This process flow documents the yearly fixed assets sighting.
60% of the high value of the assets should be sighted and sign-off provided to the controllers.",Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=39c845b3-071d-4457-8ef3-69663b465e5b&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
